evaluation_run_id,timestamp_utc,phase,block,repetition,order_index,parent_experiment,parent_execution_mode,composition_id,comparison_group,binding_mode,component_index,component_name,component_family,proving_system,witness_time_s,prove_time_s,verify_time_s,total_online_time_s,proof_size_bytes,public_size_bytes,verification_ok,binding_ok,status,error
20260728T123050Z_paper_groth16,2026-07-28T12:36:54.355350+00:00,measured,1,1,41,separate_token_bundle_32_depth_16,separate,token_bundle_b32_d16,baseline,unbound,1,merkle_membership_depth_16,merkle_membership,groth16,0.04292916800000057,0.5340433880001001,0.2720584469998357,0.8490310029999364,807,84,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:54.355350+00:00,measured,1,1,41,separate_token_bundle_32_depth_16,separate,token_bundle_b32_d16,baseline,unbound,2,nullifier_correctness_poseidon,nullifier_correctness,groth16,0.035552898999867466,0.3418617920001452,0.260777638999798,0.6381923299998107,805,164,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:54.355350+00:00,measured,1,1,41,separate_token_bundle_32_depth_16,separate,token_bundle_b32_d16,baseline,unbound,3,local_financial_validity_32,local_financial_validity,groth16,0.020084373000145206,0.2718894629999795,0.2515400639999825,0.5435139000001072,806,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:54.355350+00:00,measured,1,1,41,separate_token_bundle_32_depth_16,separate,token_bundle_b32_d16,baseline,unbound,4,privacy_budget_32,privacy_budget,groth16,0.019996223000134705,0.28951037499996346,0.2590524539998569,0.568559051999955,805,16,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:54.939084+00:00,measured,1,1,42,state_transition_and_conservation_64,monolithic,,,none,1,state_transition_and_conservation_64,state_transition_and_conservation,groth16,0.022133643999950436,0.3047250150000309,0.2562229490001755,0.5830816080001568,807,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:56.298156+00:00,measured,1,1,43,linked_separate_valid_limit_32,separate,valid_limit_b32,commitment_linked,tx_tag,1,linked_valid_limit_validity_32,linked_valid_limit_component,groth16,0.04032028100004936,0.3319820389999677,0.2635844649998944,0.6358867849999115,800,98,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:56.298156+00:00,measured,1,1,43,linked_separate_valid_limit_32,separate,valid_limit_b32,commitment_linked,tx_tag,2,linked_valid_limit_limit_32,linked_valid_limit_component,groth16,0.04075704100000621,0.38371918999996524,0.2970752400001402,0.7215514710001116,804,98,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:58.033380+00:00,measured,1,1,44,separate_account_core_32,separate,account_core_b32,baseline,unbound,1,local_financial_validity_32,local_financial_validity,groth16,0.02000885699999344,0.2807041300000037,0.25668737099999817,0.5574003579999953,805,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:58.033380+00:00,measured,1,1,44,separate_account_core_32,separate,account_core_b32,baseline,unbound,2,state_transition_and_conservation_32,state_transition_and_conservation,groth16,0.023173808999899848,0.30489290600007735,0.27307238399998823,0.6011390989999654,805,3,True,,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:36:58.033380+00:00,measured,1,1,44,separate_account_core_32,separate,account_core_b32,baseline,unbound,3,operating_limit_32,operating_limit,groth16,0.021021327999960704,0.31363457499992364,0.24036459400008425,0.5750204969999686,802,16,True,,ok,
