evaluation_run_id,timestamp_utc,phase,block,repetition,order_index,experiment_name,family,policy_set,architecture,role,bits,merkle_depth,composition_id,comparison_group,binding_mode,execution_mode,component_count,component_names,proving_system,constraints,witness_time_s,prove_time_s,verify_time_s,bundle_check_time_s,total_online_time_s,proof_size_bytes,public_size_bytes,proofs_ok,binding_ok,verification_ok,status,error
20260728T123050Z_paper_groth16,2026-07-28T12:39:00.292983+00:00,measured,1,4,11,state_transition_and_conservation_16,state_transition_and_conservation,pi_trans,account,individual_policy,16,,,,none,monolithic,1,state_transition_and_conservation_16,groth16,89,0.02388116999986778,0.28922850000003564,0.26437711399989894,0.0,0.5774867839998024,805,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:00.883601+00:00,measured,1,4,12,local_validity_and_operating_limit_64,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,64,,valid_limit_b64,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_64,groth16,467,0.02295054999990498,0.2937404259998857,0.2732892709998396,0.0,0.5899802469996303,807,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:01.456830+00:00,measured,1,4,13,local_validity_and_operating_limit_16,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,16,,valid_limit_b16,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_16,groth16,131,0.020928896999976132,0.2911162319999221,0.2605443839997861,0.0,0.5725895129996843,804,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:02.034795+00:00,measured,1,4,14,state_transition_and_conservation_32,state_transition_and_conservation,pi_trans,account,individual_policy,32,,,,none,monolithic,1,state_transition_and_conservation_32,groth16,169,0.023157778000040707,0.305798268999979,0.24833468599990738,0.0,0.5772907329999271,805,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:02.958751+00:00,measured,1,4,15,linked_token_bundle_monolithic_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,monolithic,1,linked_token_bundle_monolithic_32_depth_16,groth16,11114,0.06432498700019096,0.5517052579998563,0.3054740000000038,2.716999915719498e-06,0.9215069619999667,804,342,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:05.328201+00:00,measured,1,4,16,separate_account_budget_64,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,64,,account_budget_b64,baseline,unbound,separate,4,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64;privacy_budget_64,groth16,1193,0.08830600800024513,1.2216311739998673,1.0569870609999725,0.0,2.366924243000085,3217,58,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:07.664238+00:00,measured,1,4,17,separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,baseline,unbound,separate,4,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32;privacy_budget_32,groth16,617,0.08518003300014243,1.189604298000404,1.0590961690002132,0.0,2.3338805000007596,3221,38,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:10.421020+00:00,measured,1,4,18,linked_separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,commitment_linked,tx_tag,separate,4,linked_account_budget_validity_32;linked_account_budget_transition_32;linked_account_budget_limit_32;linked_account_budget_budget_32,groth16,6333,0.2399185810002109,1.4386655629998586,1.0748067530000753,2.6679999791667797e-06,2.753393565000124,3221,444,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:12.213096+00:00,measured,1,4,19,separate_account_core_16,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,16,,account_core_b16,baseline,unbound,separate,3,local_financial_validity_16;state_transition_and_conservation_16;operating_limit_16,groth16,237,0.06171897100011847,0.8978874399999768,0.830025635000311,0.0,1.7896320460004063,2414,18,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:13.411108+00:00,measured,1,4,20,separate_valid_limit_16,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,16,,valid_limit_b16,baseline,unbound,separate,2,local_financial_validity_16;operating_limit_16,groth16,148,0.042354079000006095,0.6040962009999475,0.5503514320000704,0.0,1.196801712000024,1613,15,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:14.024971+00:00,measured,1,4,21,operating_limit_16,operating_limit,pi_limit,account,individual_policy,16,,,,none,monolithic,1,operating_limit_16,groth16,92,0.022130300000071657,0.30445617300006234,0.286664213999984,0.0,0.613250687000118,807,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:14.599477+00:00,measured,1,4,22,local_financial_validity_16,local_financial_validity,pi_valid,account,individual_policy,16,,,,none,monolithic,1,local_financial_validity_16,groth16,56,0.023580245999937688,0.28523964900000465,0.26503341700004057,0.0,0.5738533119999829,807,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:15.366206+00:00,measured,1,4,23,merkle_membership_depth_8,merkle_membership,pi_mem,token,individual_policy,,8,,,none,monolithic,1,merkle_membership_depth_8,groth16,4160,0.044899831999828166,0.44073283399984575,0.2804627549999168,0.0,0.7660954209995907,805,84,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:17.921418+00:00,measured,1,4,24,separate_token_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,8,token_bundle_b32_d8,baseline,unbound,separate,4,merkle_membership_depth_8;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,4953,0.11768640299965227,1.3585188080003263,1.0768724889999248,0.0,2.5530776999999034,3225,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:18.532112+00:00,measured,1,4,25,account_policy_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,64,,account_core_b64,baseline,shared_witness,monolithic,1,account_policy_core_64,groth16,666,0.021611857000152668,0.31395773000008376,0.27448386600008234,0.0,0.6100534530003188,808,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:19.114128+00:00,measured,1,4,26,local_validity_and_operating_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,32,,valid_limit_b32,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_32,groth16,243,0.022970080000050075,0.2956992940000873,0.2627534079999805,0.0,0.5814227820001179,803,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:19.684508+00:00,measured,1,4,27,operating_limit_32,operating_limit,pi_limit,account,individual_policy,32,,,,none,monolithic,1,operating_limit_32,groth16,172,0.02320816399992509,0.2828752010000244,0.2636978650000401,0.0,0.5697812299999896,809,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:20.280697+00:00,measured,1,4,28,account_policy_with_privacy_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,baseline,shared_witness,monolithic,1,account_policy_with_privacy_budget_32,groth16,485,0.0245235990000765,0.3034013320000213,0.26764493799987576,0.0,0.5955698689999736,805,30,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:21.082042+00:00,measured,1,4,29,token_policy_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,8,token_bundle_b32_d8,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_8,groth16,5525,0.060168141999838554,0.45698803100003715,0.28356199500012735,0.0,0.8007181680000031,807,261,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:22.103539+00:00,measured,1,4,30,token_policy_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,32,token_bundle_b32_d32,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_32,groth16,18005,0.06129838800006837,0.6725600260001556,0.2869774739999684,0.0,1.0208358880001924,804,261,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:22.701736+00:00,measured,1,4,31,account_policy_core_32,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,32,,account_core_b32,baseline,shared_witness,monolithic,1,account_policy_core_32,groth16,346,0.023090901999921698,0.31704957400006606,0.25746489600010136,0.0,0.5976053720000891,804,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:23.282069+00:00,measured,1,4,32,account_policy_core_16,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,16,,account_core_b16,baseline,shared_witness,monolithic,1,account_policy_core_16,groth16,186,0.021452903000181323,0.2948395129999426,0.26298470200003976,0.0,0.5792771180001637,803,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:23.974690+00:00,measured,1,4,33,linked_account_budget_monolithic_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,commitment_linked,tx_tag,monolithic,1,linked_account_budget_monolithic_32,groth16,1914,0.05896785799995996,0.3587927630001104,0.27354619600009755,2.7070000214735046e-06,0.6913095240001894,808,111,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:24.554997+00:00,measured,1,4,34,privacy_budget_32,privacy_budget,pi_budget,account,individual_policy,32,,,,none,monolithic,1,privacy_budget_32,groth16,172,0.022811108000041713,0.3026421740000842,0.25402821199986647,0.0,0.5794814939999924,803,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:25.171597+00:00,measured,1,4,35,local_financial_validity_64,local_financial_validity,pi_valid,account,individual_policy,64,,,,none,monolithic,1,local_financial_validity_64,groth16,200,0.02569276600002013,0.30226547999996,0.2880278760001147,0.0,0.6159861220000948,806,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:26.398082+00:00,measured,1,4,36,separate_valid_limit_64,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,64,,valid_limit_b64,baseline,unbound,separate,2,local_financial_validity_64;operating_limit_64,groth16,532,0.044505357999923945,0.6273199320000913,0.5534005429997251,0.0,1.2252258329997403,1612,29,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:27.282703+00:00,measured,1,4,37,merkle_membership_depth_16,merkle_membership,pi_mem,token,individual_policy,,16,,,none,monolithic,1,merkle_membership_depth_16,groth16,8320,0.044630887000039365,0.5455622080000921,0.29372638800009554,0.0,0.883919483000227,805,84,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:28.713751+00:00,measured,1,4,38,linked_separate_valid_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,32,,valid_limit_b32,commitment_linked,tx_tag,separate,2,linked_valid_limit_validity_32;linked_valid_limit_limit_32,groth16,2210,0.09315056999980698,0.7246366749998288,0.6116601610001453,2.435999931549304e-06,1.4294498419997126,1613,196,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:31.191070+00:00,measured,1,4,39,separate_account_budget_16,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,16,,account_budget_b16,baseline,unbound,separate,4,local_financial_validity_16;state_transition_and_conservation_16;operating_limit_16;privacy_budget_16,groth16,329,0.08951323499968566,1.2656998119998661,1.1194778139999926,0.0,2.4746908609995444,3219,29,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:31.748710+00:00,measured,1,4,40,operating_limit_64,operating_limit,pi_limit,account,individual_policy,64,,,,none,monolithic,1,operating_limit_64,groth16,332,0.019114390000140702,0.2920367509998414,0.24580130599997574,0.0,0.5569524469999578,807,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:32.338266+00:00,measured,1,4,41,state_transition_and_conservation_64,state_transition_and_conservation,pi_trans,account,individual_policy,64,,,,none,monolithic,1,state_transition_and_conservation_64,groth16,329,0.020244611999942208,0.29085996100002376,0.2778470030000335,0.0,0.5889515759999995,804,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:32.892767+00:00,measured,1,4,42,local_financial_validity_32,local_financial_validity,pi_valid,account,individual_policy,32,,,,none,monolithic,1,local_financial_validity_32,groth16,104,0.020375012000158677,0.2794530029998441,0.25408303099993645,0.0,0.5539110459999392,806,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:33.483150+00:00,measured,1,4,43,privacy_budget_16,privacy_budget,pi_budget,account,individual_policy,16,,,,none,monolithic,1,privacy_budget_16,groth16,92,0.023102537000113443,0.2914190779999899,0.275257259,0.0,0.5897788740001033,805,11,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:34.352424+00:00,measured,1,4,44,token_policy_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_16,groth16,9685,0.04541390700001102,0.5566830630000368,0.2665090779998991,0.0,0.8686060479999469,807,260,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:37.226268+00:00,measured,1,4,45,separate_token_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,32,token_bundle_b32_d32,baseline,unbound,separate,4,merkle_membership_depth_32;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,17433,0.12892095800020797,1.658467291999841,1.0841904859996703,0.0,2.8715787359997194,3221,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:37.831291+00:00,measured,1,4,46,privacy_budget_64,privacy_budget,pi_budget,account,individual_policy,64,,,,none,monolithic,1,privacy_budget_64,groth16,332,0.02451944800009187,0.31069641500016587,0.2690983199997845,0.0,0.6043141830000422,805,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:38.433005+00:00,measured,1,5,1,local_validity_and_operating_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,32,,valid_limit_b32,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_32,groth16,243,0.024727529000074355,0.3117911069998627,0.2644075690000136,0.0,0.6009262049999506,803,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:41.388378+00:00,measured,1,5,2,linked_separate_token_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,separate,4,linked_token_bundle_membership_32_depth_16;linked_token_bundle_nullifier_32_depth_16;linked_token_bundle_validity_32_depth_16;linked_token_bundle_budget_32_depth_16,groth16,15434,0.24730505000002267,1.6291548439999133,1.0734883590000663,2.5859999368549325e-06,2.949950838999939,3221,1368,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:43.756873+00:00,measured,1,5,3,separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,baseline,unbound,separate,4,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32;privacy_budget_32,groth16,617,0.08695370400005231,1.208415714000239,1.0707149020001907,0.0,2.366084320000482,3217,38,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:44.808855+00:00,measured,1,5,4,merkle_membership_depth_32,merkle_membership,pi_mem,token,individual_policy,,32,,,none,monolithic,1,merkle_membership_depth_32,groth16,16640,0.04757462200018381,0.7191598639999484,0.2844876970000314,0.0,1.0512221830001636,803,84,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:47.356448+00:00,measured,1,5,5,separate_token_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,8,token_bundle_b32_d8,baseline,unbound,separate,4,merkle_membership_depth_8;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,4953,0.11882848000004742,1.3717607159996987,1.0547918769998432,0.0,2.5453810729995894,3218,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:48.280289+00:00,measured,1,5,6,linked_token_bundle_monolithic_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,monolithic,1,linked_token_bundle_monolithic_32_depth_16,groth16,11114,0.0675125800000842,0.56531512499987,0.288726405000034,2.1490000108315144e-06,0.921556258999999,804,342,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:48.902464+00:00,measured,1,5,7,local_validity_and_operating_limit_16,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,16,,valid_limit_b16,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_16,groth16,131,0.023198213999876316,0.30587354200019945,0.29252959100017506,0.0,0.6216013470002508,804,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:49.955211+00:00,measured,1,5,8,token_policy_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,32,token_bundle_b32_d32,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_32,groth16,18005,0.047612501999992674,0.7141289590001634,0.2903257340001346,0.0,1.0520671950002907,805,261,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:51.318363+00:00,measured,1,5,9,linked_separate_valid_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,32,,valid_limit_b32,commitment_linked,tx_tag,separate,2,linked_valid_limit_validity_32;linked_valid_limit_limit_32,groth16,2210,0.0864516909998656,0.7106239320000896,0.5642443369997636,2.6259999685862567e-06,1.3613225859996874,1608,196,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:51.917169+00:00,measured,1,5,10,privacy_budget_32,privacy_budget,pi_budget,account,individual_policy,32,,,,none,monolithic,1,privacy_budget_32,groth16,172,0.020238626000036675,0.31219781099980537,0.2657407020001301,0.0,0.5981771389999722,807,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:52.512927+00:00,measured,1,5,11,privacy_budget_64,privacy_budget,pi_budget,account,individual_policy,64,,,,none,monolithic,1,privacy_budget_64,groth16,332,0.02283118399986961,0.2898965470001258,0.2824245130000236,0.0,0.595152244000019,804,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:55.045821+00:00,measured,1,5,12,separate_account_budget_64,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,64,,account_budget_b64,baseline,unbound,separate,4,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64;privacy_budget_64,groth16,1193,0.09001962000002095,1.3264051740000014,1.1135404670001208,0.0,2.529965261000143,3218,58,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:55.637010+00:00,measured,1,5,13,state_transition_and_conservation_64,state_transition_and_conservation,pi_trans,account,individual_policy,64,,,,none,monolithic,1,state_transition_and_conservation_64,groth16,329,0.025882417000048008,0.30796177199999875,0.2566397670000242,0.0,0.590483956000071,802,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:56.217102+00:00,measured,1,5,14,account_policy_with_privacy_budget_16,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,16,,account_budget_b16,baseline,shared_witness,monolithic,1,account_policy_with_privacy_budget_16,groth16,261,0.022931720000087807,0.29150822199994764,0.2648625289998563,0.0,0.5793024709998917,804,21,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:56.789401+00:00,measured,1,5,15,account_policy_with_privacy_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,baseline,shared_witness,monolithic,1,account_policy_with_privacy_budget_32,groth16,485,0.022342196000181502,0.29741821700008586,0.25181821399996807,0.0,0.5715786270002354,806,30,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:57.963829+00:00,measured,1,5,16,separate_valid_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,32,,valid_limit_b32,baseline,unbound,separate,2,local_financial_validity_32;operating_limit_32,groth16,276,0.043548586999804684,0.5971929820000241,0.5324258190000819,0.0,1.1731673879999107,1610,19,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:39:58.549032+00:00,measured,1,5,17,operating_limit_64,operating_limit,pi_limit,account,individual_policy,64,,,,none,monolithic,1,operating_limit_64,groth16,332,0.022659478999912608,0.29020590899995113,0.2716227930000059,0.0,0.5844881809998697,803,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:00.343951+00:00,measured,1,5,18,separate_account_core_32,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,32,,account_core_b32,baseline,unbound,separate,3,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32,groth16,445,0.06149353799992241,0.9146166460000131,0.817142753999633,0.0,1.7932529379995685,2418,22,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:01.557782+00:00,measured,1,5,19,separate_valid_limit_64,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,64,,valid_limit_b64,baseline,unbound,separate,2,local_financial_validity_64;operating_limit_64,groth16,532,0.04458065800008626,0.6300538450000204,0.5380492020001384,0.0,1.212683705000245,1613,29,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:02.431365+00:00,measured,1,5,20,token_policy_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_16,groth16,9685,0.04834796099999039,0.5558070580000276,0.26858027299999776,0.0,0.8727352920000158,806,260,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:02.991376+00:00,measured,1,5,21,state_transition_and_conservation_32,state_transition_and_conservation,pi_trans,account,individual_policy,32,,,,none,monolithic,1,state_transition_and_conservation_32,groth16,169,0.02318485899991174,0.28837787600014053,0.24784268199982762,0.0,0.5594054169998799,807,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:04.824057+00:00,measured,1,5,22,separate_account_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,64,,account_core_b64,baseline,unbound,separate,3,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64,groth16,861,0.06888502900005733,0.933054797000068,0.8291071290000218,0.0,1.8310469550001471,2413,32,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:07.260670+00:00,measured,1,5,23,separate_account_budget_16,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,16,,account_budget_b16,baseline,unbound,separate,4,local_financial_validity_16;state_transition_and_conservation_16;operating_limit_16;privacy_budget_16,groth16,329,0.08170284799984984,1.2194115089998832,1.1332388249998075,0.0,2.4343531819995405,3212,29,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:10.035409+00:00,measured,1,5,24,linked_separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,commitment_linked,tx_tag,separate,4,linked_account_budget_validity_32;linked_account_budget_transition_32;linked_account_budget_limit_32;linked_account_budget_budget_32,groth16,6333,0.2668286509997415,1.400760106000007,1.1038248649999787,2.7439998575573554e-06,2.7714163659995847,3221,444,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:10.670992+00:00,measured,1,5,25,operating_limit_32,operating_limit,pi_limit,account,individual_policy,32,,,,none,monolithic,1,operating_limit_32,groth16,172,0.021548892000055275,0.30579314400006297,0.30761576600002627,0.0,0.6349578020001445,803,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:11.365674+00:00,measured,1,5,26,linked_account_budget_monolithic_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,commitment_linked,tx_tag,monolithic,1,linked_account_budget_monolithic_32,groth16,1914,0.058677270000089266,0.3549698229999194,0.28010504600001696,2.1939999896858353e-06,0.6937543330000153,805,111,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:14.292810+00:00,measured,1,5,27,separate_token_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,32,token_bundle_b32_d32,baseline,unbound,separate,4,merkle_membership_depth_32;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,17433,0.12246810099964023,1.707845761000499,1.0945189420001498,0.0,2.924832804000289,3222,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:14.868424+00:00,measured,1,5,28,state_transition_and_conservation_16,state_transition_and_conservation,pi_trans,account,individual_policy,16,,,,none,monolithic,1,state_transition_and_conservation_16,groth16,89,0.02194838099990193,0.29545398599998407,0.24902240100004747,0.0,0.5664247679999335,804,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:15.435665+00:00,measured,1,5,29,account_policy_core_32,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,32,,account_core_b32,baseline,shared_witness,monolithic,1,account_policy_core_32,groth16,346,0.025960917000020345,0.28600928399987424,0.2546192659999633,0.0,0.5665894669998579,804,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:16.601847+00:00,measured,1,5,30,separate_valid_limit_16,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,16,,valid_limit_b16,baseline,unbound,separate,2,local_financial_validity_16;operating_limit_16,groth16,148,0.04102987699980076,0.5817939079997814,0.5422493100002157,0.0,1.1650730949997978,1610,15,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:17.231670+00:00,measured,1,5,31,linked_valid_limit_monolithic_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,32,,valid_limit_b32,commitment_linked,tx_tag,monolithic,1,linked_valid_limit_monolithic_32,groth16,1210,0.04290934399978141,0.3325521720000779,0.2534785949999332,2.263999931528815e-06,0.628942374999724,804,98,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:19.111294+00:00,measured,1,5,32,separate_account_core_16,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,16,,account_core_b16,baseline,unbound,separate,3,local_financial_validity_16;state_transition_and_conservation_16;operating_limit_16,groth16,237,0.06631657100001576,0.9068094570002359,0.9045562489998247,0.0,1.8776822770000763,2419,18,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:19.690332+00:00,measured,1,5,33,privacy_budget_16,privacy_budget,pi_budget,account,individual_policy,16,,,,none,monolithic,1,privacy_budget_16,groth16,92,0.02105946500000755,0.2885008179998749,0.26881832200001554,0.0,0.578378604999898,805,11,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:40:20.475489+00:00,measured,1,5,34,token_policy_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,8,token_bundle_b32_d8,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_8,groth16,5525,0.048818596000046455,0.4450753779999559,0.29063304300007076,0.0,0.7845270170000731,805,261,True,,True,ok,
