evaluation_run_id,timestamp_utc,phase,block,repetition,order_index,experiment_name,family,policy_set,architecture,role,bits,merkle_depth,composition_id,comparison_group,binding_mode,execution_mode,component_count,component_names,proving_system,constraints,witness_time_s,prove_time_s,verify_time_s,bundle_check_time_s,total_online_time_s,proof_size_bytes,public_size_bytes,proofs_ok,binding_ok,verification_ok,status,error
20260728T123050Z_paper_groth16,2026-07-28T12:48:47.105408+00:00,measured,2,15,33,token_policy_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,8,token_bundle_b32_d8,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_8,groth16,5525,0.042718406000403775,0.44080834800024604,0.2519514400000844,0.0,0.7354781940007342,805,261,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:47.652229+00:00,measured,2,15,34,operating_limit_64,operating_limit,pi_limit,account,individual_policy,64,,,,none,monolithic,1,operating_limit_64,groth16,332,0.019784918000368634,0.28731748600011997,0.23912114599988854,0.0,0.5462235500003771,804,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:48.237320+00:00,measured,2,15,35,nullifier_correctness_poseidon,nullifier_correctness,pi_null,token,individual_policy,,,,,none,monolithic,1,nullifier_correctness_poseidon,groth16,517,0.032173960999898554,0.3065873529999408,0.24569419900035427,0.0,0.5844555130001936,803,164,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:48.902880+00:00,measured,2,15,36,linked_account_budget_monolithic_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,commitment_linked,tx_tag,monolithic,1,linked_account_budget_monolithic_32,groth16,1914,0.060725290999926074,0.34856747200001337,0.2553739290001431,1.996999799303012e-06,0.6646686889998819,806,111,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:51.725933+00:00,measured,2,15,37,linked_separate_token_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,separate,4,linked_token_bundle_membership_32_depth_16;linked_token_bundle_nullifier_32_depth_16;linked_token_bundle_validity_32_depth_16;linked_token_bundle_budget_32_depth_16,groth16,15434,0.22589179999977205,1.5575028339994788,1.035190129000057,2.751000010903226e-06,2.8185875139993186,3221,1368,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:52.292019+00:00,measured,2,15,38,privacy_budget_16,privacy_budget,pi_budget,account,individual_policy,16,,,,none,monolithic,1,privacy_budget_16,groth16,92,0.019071972999881837,0.28990198200017403,0.2565011870001399,0.0,0.5654751420001958,804,11,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:52.889097+00:00,measured,2,15,39,account_policy_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,64,,account_core_b64,baseline,shared_witness,monolithic,1,account_policy_core_64,groth16,666,0.021175050000238116,0.3060160979998727,0.26928915999997116,0.0,0.596480308000082,805,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:53.467517+00:00,measured,2,15,40,operating_limit_32,operating_limit,pi_limit,account,individual_policy,32,,,,none,monolithic,1,operating_limit_32,groth16,172,0.01923244199997498,0.3079080789998443,0.25065279399996143,0.0,0.5777933149997807,804,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:55.752960+00:00,measured,2,15,41,separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,baseline,unbound,separate,4,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32;privacy_budget_32,groth16,617,0.0777198179998777,1.1723311990003822,1.0333197539998764,0.0,2.2833707710001363,3224,38,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:56.318237+00:00,measured,2,15,42,local_financial_validity_32,local_financial_validity,pi_valid,account,individual_policy,32,,,,none,monolithic,1,local_financial_validity_32,groth16,104,0.021808626000165532,0.293538634000015,0.24893454599987308,0.0,0.5642818060000536,806,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:56.900282+00:00,measured,2,15,43,privacy_budget_64,privacy_budget,pi_budget,account,individual_policy,64,,,,none,monolithic,1,privacy_budget_64,groth16,332,0.025424537000162672,0.29446171299969137,0.26155617499989603,0.0,0.5814424249997501,806,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:48:59.190228+00:00,measured,2,15,44,separate_account_budget_64,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,64,,account_budget_b64,baseline,unbound,separate,4,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64;privacy_budget_64,groth16,1193,0.08340159599947583,1.170535108999502,1.033561694000582,0.0,2.28749839899956,3222,58,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:00.941201+00:00,measured,2,15,45,separate_account_core_32,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,32,,account_core_b32,baseline,unbound,separate,3,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32,groth16,445,0.05962081700045019,0.9140269550002813,0.7756326799999442,0.0,1.7492804520006757,2417,22,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:01.516419+00:00,measured,2,15,46,account_policy_core_16,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,16,,account_core_b16,baseline,shared_witness,monolithic,1,account_policy_core_16,groth16,186,0.021394374999999854,0.28814457200041943,0.26505561600015426,0.0,0.5745945630005735,805,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:02.519515+00:00,measured,2,16,1,token_policy_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,32,token_bundle_b32_d32,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_32,groth16,18005,0.04923223100013274,0.690254307000032,0.26293412199993327,0.0,1.002420660000098,805,261,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:03.095909+00:00,measured,2,16,2,operating_limit_64,operating_limit,pi_limit,account,individual_policy,64,,,,none,monolithic,1,operating_limit_64,groth16,332,0.021494302000064636,0.30786533099990265,0.24643033699976513,0.0,0.5757899699997324,804,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:03.679098+00:00,measured,2,16,3,state_transition_and_conservation_32,state_transition_and_conservation,pi_trans,account,individual_policy,32,,,,none,monolithic,1,state_transition_and_conservation_32,groth16,169,0.02108647499971994,0.3112388680001459,0.2501309469998887,0.0,0.5824562899997545,806,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:04.853194+00:00,measured,2,16,4,separate_valid_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,32,,valid_limit_b32,baseline,unbound,separate,2,local_financial_validity_32;operating_limit_32,groth16,276,0.04180971000005229,0.5769915620003303,0.5541453049995653,0.0,1.1729465769999479,1614,19,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:05.498645+00:00,measured,2,16,5,account_policy_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,64,,account_core_b64,baseline,shared_witness,monolithic,1,account_policy_core_64,groth16,666,0.02760888500006331,0.3449658529998487,0.27212261700015006,0.0,0.6446973550000621,807,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:06.062241+00:00,measured,2,16,6,local_financial_validity_16,local_financial_validity,pi_valid,account,individual_policy,16,,,,none,monolithic,1,local_financial_validity_16,groth16,56,0.02098124700023618,0.2871871749998718,0.25480638500039277,0.0,0.5629748070005007,803,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:06.642027+00:00,measured,2,16,7,local_validity_and_operating_limit_64,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,64,,valid_limit_b64,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_64,groth16,467,0.020885293999981513,0.29731112199988274,0.26084067500005403,0.0,0.5790370909999183,806,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:07.384126+00:00,measured,2,16,8,token_policy_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,8,token_bundle_b32_d8,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_8,groth16,5525,0.04482795300009457,0.44252228400000604,0.2541208189995814,0.0,0.741471055999682,808,261,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:07.947430+00:00,measured,2,16,9,local_validity_and_operating_limit_16,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,16,,valid_limit_b16,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_16,groth16,131,0.020076999999673717,0.2902881380000508,0.2523369369996544,0.0,0.562702074999379,801,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:08.541120+00:00,measured,2,16,10,local_financial_validity_32,local_financial_validity,pi_valid,account,individual_policy,32,,,,none,monolithic,1,local_financial_validity_32,groth16,104,0.019264640000073996,0.3087411989999964,0.2650691200001347,0.0,0.5930749590002051,804,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:09.098672+00:00,measured,2,16,11,local_validity_and_operating_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,32,,valid_limit_b32,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_32,groth16,243,0.02019445599989922,0.28233828800011906,0.2541894810001395,0.0,0.5567222250001578,803,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:10.000059+00:00,measured,2,16,12,token_policy_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_16,groth16,9685,0.04581710899992686,0.588266859000214,0.26664041300000463,0.0,0.9007243810001455,807,260,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:11.141624+00:00,measured,2,16,13,separate_valid_limit_16,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,16,,valid_limit_b16,baseline,unbound,separate,2,local_financial_validity_16;operating_limit_16,groth16,148,0.040645486999892455,0.5749536499997703,0.5247287009997308,0.0,1.1403278379993935,1614,15,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:11.735527+00:00,measured,2,16,14,account_policy_core_16,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,16,,account_core_b16,baseline,shared_witness,monolithic,1,account_policy_core_16,groth16,186,0.019986735000202316,0.2911195140000018,0.28218026700005794,0.0,0.593286516000262,806,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:12.554432+00:00,measured,2,16,15,merkle_membership_depth_16,merkle_membership,pi_mem,token,individual_policy,,16,,,none,monolithic,1,merkle_membership_depth_16,groth16,8320,0.04003526199994667,0.5200374229998488,0.2580142030001298,0.0,0.8180868879999252,805,84,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:14.854999+00:00,measured,2,16,16,separate_account_budget_64,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,64,,account_budget_b64,baseline,unbound,separate,4,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64;privacy_budget_64,groth16,1193,0.0855756310002107,1.1713800610000362,1.0412657710007807,0.0,2.2982214630010276,3221,58,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:15.411177+00:00,measured,2,16,17,operating_limit_16,operating_limit,pi_limit,account,individual_policy,16,,,,none,monolithic,1,operating_limit_16,groth16,92,0.022208159000001615,0.2812835129998348,0.25199982200001614,0.0,0.5554914939998525,806,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:17.170224+00:00,measured,2,16,18,separate_account_core_16,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,16,,account_core_b16,baseline,unbound,separate,3,local_financial_validity_16;state_transition_and_conservation_16;operating_limit_16,groth16,237,0.05913863300020239,0.897031419999621,0.8012376849997054,0.0,1.7574077379995288,2411,18,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:17.830575+00:00,measured,2,16,19,linked_account_budget_monolithic_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,commitment_linked,tx_tag,monolithic,1,linked_account_budget_monolithic_32,groth16,1914,0.05763280900009704,0.33881217399994057,0.2629914449998978,2.2730000637238845e-06,0.6594387009999991,804,111,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:20.480935+00:00,measured,2,16,20,separate_token_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,16,token_bundle_b32_d16,baseline,unbound,separate,4,merkle_membership_depth_16;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,9113,0.11518929199974082,1.471879374000764,1.0610344239998994,0.0,2.6481030900004043,3217,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:21.113998+00:00,measured,2,16,21,account_policy_with_privacy_budget_16,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,16,,account_budget_b16,baseline,shared_witness,monolithic,1,account_policy_with_privacy_budget_16,groth16,261,0.025897795000219048,0.32730022300029304,0.27905826900041575,0.0,0.6322562870009278,806,21,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:21.722069+00:00,measured,2,16,22,privacy_budget_64,privacy_budget,pi_budget,account,individual_policy,64,,,,none,monolithic,1,privacy_budget_64,groth16,332,0.021471255999585992,0.3143836320000446,0.271609344999888,0.0,0.6074642329995186,806,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:24.645485+00:00,measured,2,16,23,linked_separate_token_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,separate,4,linked_token_bundle_membership_32_depth_16;linked_token_bundle_nullifier_32_depth_16;linked_token_bundle_validity_32_depth_16;linked_token_bundle_budget_32_depth_16,groth16,15434,0.24045210999975097,1.5791563570001017,1.09918530799996,3.053999989788281e-06,2.9187968289998025,3220,1368,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:25.283872+00:00,measured,2,16,24,linked_valid_limit_monolithic_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,32,,valid_limit_b32,commitment_linked,tx_tag,monolithic,1,linked_valid_limit_monolithic_32,groth16,1210,0.03987026499999047,0.3344721349999418,0.2632367589999376,1.976000021386426e-06,0.6375811349998912,805,98,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:26.423057+00:00,measured,2,16,25,separate_valid_limit_64,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,64,,valid_limit_b64,baseline,unbound,separate,2,local_financial_validity_64;operating_limit_64,groth16,532,0.04261515999951371,0.5892669010004283,0.5058835370000452,0.0,1.1377655979999872,1611,29,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:27.414130+00:00,measured,2,16,26,merkle_membership_depth_32,merkle_membership,pi_mem,token,individual_policy,,32,,,none,monolithic,1,merkle_membership_depth_32,groth16,16640,0.040831810000327096,0.7011555100002624,0.24840931599965188,0.0,0.9903966360002414,807,84,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:27.971376+00:00,measured,2,16,27,local_financial_validity_64,local_financial_validity,pi_valid,account,individual_policy,64,,,,none,monolithic,1,local_financial_validity_64,groth16,200,0.020093993000045884,0.2880439519999527,0.24850537800011807,0.0,0.5566433230001167,807,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:28.594819+00:00,measured,2,16,28,nullifier_correctness_poseidon,nullifier_correctness,pi_null,token,individual_policy,,,,,none,monolithic,1,nullifier_correctness_poseidon,groth16,517,0.03216693200010923,0.30275116200027696,0.28791022700033864,0.0,0.6228283210007248,805,164,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:29.165974+00:00,measured,2,16,29,state_transition_and_conservation_64,state_transition_and_conservation,pi_trans,account,individual_policy,64,,,,none,monolithic,1,state_transition_and_conservation_64,groth16,329,0.02058269500003007,0.29698127600022417,0.2528767449998668,0.0,0.570440716000121,806,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:30.440566+00:00,measured,2,16,30,linked_separate_valid_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,32,,valid_limit_b32,commitment_linked,tx_tag,separate,2,linked_valid_limit_validity_32;linked_valid_limit_limit_32,groth16,2210,0.08017903699965245,0.6818961180001679,0.5109667040001113,3.012999968632357e-06,1.2730448719999004,1610,196,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:32.722413+00:00,measured,2,16,31,separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,baseline,unbound,separate,4,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32;privacy_budget_32,groth16,617,0.07572718600022199,1.1588815810000597,1.0449960249998185,0.0,2.2796047920001,3223,38,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:34.460980+00:00,measured,2,16,32,separate_account_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,64,,account_core_b64,baseline,unbound,separate,3,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64,groth16,861,0.0669034229999852,0.8917366220002805,0.7782790999999634,0.0,1.736919145000229,2412,32,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:35.069032+00:00,measured,2,16,33,account_policy_with_privacy_budget_64,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,64,,account_budget_b64,baseline,shared_witness,monolithic,1,account_policy_with_privacy_budget_64,groth16,933,0.022495253999750275,0.312234012999852,0.2726136940000288,0.0,0.607342960999631,806,50,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:37.399273+00:00,measured,2,16,34,separate_account_budget_16,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,16,,account_budget_b16,baseline,unbound,separate,4,local_financial_validity_16;state_transition_and_conservation_16;operating_limit_16;privacy_budget_16,groth16,329,0.07551111699967805,1.1993420659996445,1.05317238599946,0.0,2.3280255689987825,3219,29,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:37.961015+00:00,measured,2,16,35,operating_limit_32,operating_limit,pi_limit,account,individual_policy,32,,,,none,monolithic,1,operating_limit_32,groth16,172,0.022059086999888677,0.28882755500035273,0.2502093269999932,0.0,0.5610959690002346,805,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:38.887475+00:00,measured,2,16,36,linked_token_bundle_monolithic_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,monolithic,1,linked_token_bundle_monolithic_32_depth_16,groth16,11114,0.06147429899965573,0.5798555920000581,0.282578915999693,2.3450002117897384e-06,0.9239111519996186,804,342,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:41.605928+00:00,measured,2,16,37,separate_token_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,32,token_bundle_b32_d32,baseline,unbound,separate,4,merkle_membership_depth_32;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,17433,0.11112305999995442,1.5464272149993121,1.0587451860001238,0.0,2.7162954609993903,3221,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:42.340055+00:00,measured,2,16,38,merkle_membership_depth_8,merkle_membership,pi_mem,token,individual_policy,,8,,,none,monolithic,1,merkle_membership_depth_8,groth16,4160,0.040219512000021496,0.42150864200038995,0.2717440000001261,0.0,0.7334721540005376,807,84,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:44.043267+00:00,measured,2,16,39,separate_account_core_32,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,32,,account_core_b32,baseline,unbound,separate,3,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32,groth16,445,0.0620245180002712,0.8702686510000603,0.7692884419993788,0.0,1.7015816109997104,2413,22,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:44.592323+00:00,measured,2,16,40,state_transition_and_conservation_16,state_transition_and_conservation,pi_trans,account,individual_policy,16,,,,none,monolithic,1,state_transition_and_conservation_16,groth16,89,0.022043290000056004,0.276235464000365,0.25014652099980594,0.0,0.548425275000227,805,3,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:45.249023+00:00,measured,2,16,41,account_policy_core_32,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,32,,account_core_b32,baseline,shared_witness,monolithic,1,account_policy_core_32,groth16,346,0.020625040999675548,0.3518035950000922,0.2823701530001017,0.0,0.6547987889998694,806,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:45.827643+00:00,measured,2,16,42,privacy_budget_32,privacy_budget,pi_budget,account,individual_policy,32,,,,none,monolithic,1,privacy_budget_32,groth16,172,0.02047787099991183,0.29767604599965125,0.25978376600005504,0.0,0.5779376829996181,808,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:48.306285+00:00,measured,2,16,43,separate_token_bundle_32_depth_8,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,8,token_bundle_b32_d8,baseline,unbound,separate,4,merkle_membership_depth_8;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,4953,0.11467095799935123,1.323815330999878,1.0379882810002528,0.0,2.476474569999482,3219,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:50.977179+00:00,measured,2,16,44,linked_separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,commitment_linked,tx_tag,separate,4,linked_account_budget_validity_32;linked_account_budget_transition_32;linked_account_budget_limit_32;linked_account_budget_budget_32,groth16,6333,0.2331881499994779,1.3417543470000055,1.083975879999798,2.922000021499116e-06,2.658921298999303,3214,444,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:51.559687+00:00,measured,2,16,45,account_policy_with_privacy_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,baseline,shared_witness,monolithic,1,account_policy_with_privacy_budget_32,groth16,485,0.021713081000143575,0.2983088300002237,0.2615227070000401,0.0,0.5815446180004074,806,30,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:52.134113+00:00,measured,2,16,46,privacy_budget_16,privacy_budget,pi_budget,account,individual_policy,16,,,,none,monolithic,1,privacy_budget_16,groth16,92,0.01981188400031897,0.30846241500012184,0.24553086400010216,0.0,0.573805163000543,807,11,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:53.823347+00:00,measured,2,17,1,separate_account_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition_baseline,64,,account_core_b64,baseline,unbound,separate,3,local_financial_validity_64;state_transition_and_conservation_64;operating_limit_64,groth16,861,0.05876374100034809,0.8595062919994234,0.7693462929996713,0.0,1.6876163259994428,2419,32,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:56.807707+00:00,measured,2,17,2,separate_token_bundle_32_depth_32,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition_baseline,32,32,token_bundle_b32_d32,baseline,unbound,separate,4,merkle_membership_depth_32;nullifier_correctness_poseidon;local_financial_validity_32;privacy_budget_32,groth16,17433,0.12590954500046792,1.7425753530001202,1.1132723939999778,0.0,2.981757292000566,3222,267,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:57.713455+00:00,measured,2,17,3,linked_token_bundle_monolithic_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,commitment_linked,tx_tag,monolithic,1,linked_token_bundle_monolithic_32_depth_16,groth16,11114,0.06458316499993089,0.5659604960001161,0.27207861499982755,2.264999693579739e-06,0.9026245409995681,807,342,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:58.298014+00:00,measured,2,17,4,local_validity_and_operating_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition,32,,valid_limit_b32,baseline,shared_witness,monolithic,1,local_validity_and_operating_limit_32,groth16,243,0.022395976000098017,0.29969770800016704,0.2618703769999229,0.0,0.5839640610001879,807,16,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:49:59.113322+00:00,measured,2,17,5,token_policy_bundle_32_depth_16,token_policy_bundle,pi_mem+pi_null+pi_valid+pi_budget,token,composition,32,16,token_bundle_b32_d16,baseline,shared_witness,monolithic,1,token_policy_bundle_32_depth_16,groth16,9685,0.04397793800035288,0.5298123729999134,0.2406593369996699,0.0,0.8144496479999361,806,260,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:50:00.214913+00:00,measured,2,17,6,separate_valid_limit_32,local_validity_and_operating_limit,pi_valid+pi_limit,account,composition_baseline,32,,valid_limit_b32,baseline,unbound,separate,2,local_financial_validity_32;operating_limit_32,groth16,276,0.038819299999886425,0.5655649569998786,0.49613838899995244,0.0,1.1005226459997175,1608,19,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:50:00.774485+00:00,measured,2,17,7,operating_limit_16,operating_limit,pi_limit,account,individual_policy,16,,,,none,monolithic,1,operating_limit_16,groth16,92,0.019935789999635745,0.27293941099969743,0.2579815750000307,0.0,0.5508567759993639,803,12,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:50:01.419347+00:00,measured,2,17,8,linked_account_budget_monolithic_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition,32,,account_budget_b32,commitment_linked,tx_tag,monolithic,1,linked_account_budget_monolithic_32,groth16,1914,0.058898430000226654,0.32919782700037103,0.2558556540002428,2.0470001800276805e-06,0.6439539580010205,807,111,True,True,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:50:03.665087+00:00,measured,2,17,9,separate_account_budget_32,account_policy_with_privacy_budget,pi_valid+pi_trans+pi_limit+pi_budget,account,composition_baseline,32,,account_budget_b32,baseline,unbound,separate,4,local_financial_validity_32;state_transition_and_conservation_32;operating_limit_32;privacy_budget_32,groth16,617,0.07783278600072663,1.1481445160002295,1.0177278650003245,0.0,2.2437051670012806,3223,38,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:50:04.262915+00:00,measured,2,17,10,account_policy_core_64,account_policy_core,pi_valid+pi_trans+pi_limit,account,composition,64,,account_core_b64,baseline,shared_witness,monolithic,1,account_policy_core_64,groth16,666,0.02156101699983992,0.3064478119999876,0.2688712949998262,0.0,0.5968801239996537,805,26,True,,True,ok,
20260728T123050Z_paper_groth16,2026-07-28T12:50:04.820624+00:00,measured,2,17,11,local_financial_validity_64,local_financial_validity,pi_valid,account,individual_policy,64,,,,none,monolithic,1,local_financial_validity_64,groth16,200,0.02267401599965524,0.29410688500001925,0.24032370600025388,0.0,0.5571046069999284,808,3,True,,True,ok,
